,Velo,SpinRate,HorzBreak,InducedVertBreak
3231,-0.6510497390264351,-1.5045423421071722,0.9625241573385014,-1.3173552175210061
1171,1.8784915236170918,-0.48945023396494364,-0.17956427153364368,0.0008765963263379133
5444,0.1424587866629215,-0.3619260997762214,0.441953521648078,0.4460784444955399
3524,0.5187233927409681,0.2705936057998406,0.43007738547263136,-0.25972936357758497
6960,0.414412412838142,0.3777138785183672,-0.94557505484997,0.44173501183047464
5059,0.02324623820254646,0.44912739366405163,0.10744235270632331,0.08557353329511302
3750,-0.25243278011206255,-0.16808941580936373,-0.4744883198905755,0.32229061354117644
5184,-2.0704241441327382,-0.12218072750142374,-1.6363703090551323,0.9998661092913765
220,0.15736035522046507,-0.6322772642563125,-1.022769939990375,1.2083508772145144
1047,0.5112726084621964,-0.3007145153656348,1.073368094976006,-0.350941449543958
6560,-0.20772807443942126,-0.35682513440867253,0.4459122337065606,0.6545632124186785
6942,-0.8745732673896311,0.05635306036278731,-1.0009970236687222,1.0367852869444318
3599,1.271252604897072,0.47973318586934494,-0.042988705516004255,0.4265329975027457
9279,-0.1592979766273967,-0.6628830564616058,-0.36760309431155325,0.2918865848857186
1655,0.7832262346374221,0.39301677462101386,-0.04694741757448648,0.4677956078208664
6484,-1.1986823835162699,0.3063003633726828,-0.8565040335341181,0.973805513300984
4064,-0.20772807443942126,-0.9128303594715013,-0.7872265725106776,0.4178461321726151
2923,-1.3775012062068246,-1.3515133810807056,0.5112309826715187,-0.5898302461225541
9742,1.0700814293701915,0.7449833849818871,-0.260717868732531,0.7153712697295934
2972,0.7310707446860091,-1.42292689622639,-0.5061580163584339,0.13986644160843031
9252,0.9396927044916614,-0.10687783139877709,1.0555538907128357,-0.6419514381033387
1996,0.48146947134710394,0.6480650429984582,-0.2805114290249424,1.1996640118843838
9724,0.5820550591105416,-0.6679840218291547,-0.9554718349961757,-0.3118505555583696
1489,-0.204002682300038,-0.9740419438820879,-0.2785320729957013,0.21153308058200918
3307,-1.5972993424306372,0.3777138785183672,-0.1894610516798496,0.6067854531029588
2523,0.3175522172140929,-0.5710656798457259,-0.3774998744577591,-0.12291123462802558
3210,-1.0273143451044817,-0.20379617338220593,0.5369626110516534,-0.7353352404022447
3805,-0.26360895653022287,-0.6628830564616058,0.10150428461859998,-0.018668850666456283
3839,-1.1204491485891477,-0.7138927101370947,1.4474663845025837,-2.694223372346733
9790,1.5990871131630942,2.2497681684088087,-1.3038384961426186,0.6545632124186785
9680,0.10520486526905198,-0.10687783139877709,-1.2424784592361429,0.5850682897776324
989,0.5410757455772888,-0.1374836236040704,1.6849891080115218,-1.2782643235354179
4226,0.3585315307473457,0.6378631122633605,-1.179139066300426,0.9108257396575361
6885,0.06050015959641598,-1.00974870145493,0.16088496549583434,-0.2771030942378465
2517,0.9434180966310447,-0.03546431625309266,1.7819775534443387,-1.7147793063744887
5135,-0.09596631025782329,-0.5047531300675903,-0.7694123682475073,0.2810280032230554
1303,-0.42752621066323393,0.6276611815282627,0.038164891682883034,0.693654106404267
3671,-0.23380581941513046,-0.8465178096933658,0.7942788948530034,-0.162002128613614
9446,-0.9155525809228838,0.8725075191706093,-0.17956427153364368,0.7175429860621264
4440,0.25422055084451944,0.4950360819719916,-1.3691572451075766,0.9173408886551336
6013,-0.02890925174886663,0.7398824196143382,-0.5120960844461575,0.7566338800477148
4668,0.04559859103886711,1.4489166057036336,-0.8644214576510827,1.3799164674845976
5735,1.6475172109751188,0.4644302897666983,0.6933317373617047,0.0790583842975147
6345,-0.5728165040993128,-0.11197879676632597,1.3069321064264616,-0.9611937389856445
7950,0.988122802303686,0.3369061555779761,1.2396340014322629,-0.04907287932191409
5848,-1.0161381686863216,1.2346760602665803,-0.10236938639323898,-1.636597518403312
8106,-0.27851052508777174,-0.27520968852789035,1.1327487758532404,-1.6626581143937043
4469,-0.21145346657880978,2.055931484441951,-0.816916912949295,-0.33356771888369646
6146,2.411222599549383,1.790681285329409,-0.1459152190365441,0.3179471808761111
5491,-0.040085428167026954,0.3369061555779761,1.4949709292043716,0.4938562038112589
2708,-0.0438108203064102,-0.28541161926298814,0.13911204917418177,-0.15548697961601565
3121,-0.9528065023167481,-0.25990679242524367,-0.24686237652784285,0.024765475984197403
3289,0.3585315307473457,0.23998781359454724,1.3742302114206608,-0.9134159796699252
1545,-1.157703069983017,-0.9179313248390502,-1.309776564230342,-0.05558802831951203
5525,0.0716763360145763,-0.565964714478177,-1.0861093329260918,0.37441180552196107
6565,0.4591171185107833,1.8467919043724468,0.570611663548753,0.46345217515580106
7528,-0.4536039556389431,1.2346760602665803,-0.8208756250077772,1.5601689230848106
1484,0.5746042748317698,0.09205981793562952,1.3821476355376259,-1.3260420828511368
7753,0.5783296669711583,1.1938683373261891,-0.07663775801310384,0.8109267883610322
23,0.38460927572304954,-0.9383351863092457,-1.2009119826220784,0.7088561207319959
8261,-2.282771496077779,-0.7087917447695458,-0.17362620344592036,-0.7831129997179638
873,0.42186319711691905,0.08185788720053175,-0.5398070688555335,0.8326439516863593
5431,-0.9826096394318458,0.28079553653493833,0.41424253723870214,-0.8699816530192716
563,0.757148489661713,0.750084350349436,-0.4428186234227172,1.2865326651856919
7047,-0.6212466019113374,2.0457295537068534,-1.0029763796979632,0.0595129373047205
9733,0.39206006000182664,1.4642195018062802,-1.103923537189262,1.2322397568723746
7265,0.567153490552998,-0.050767212355739326,1.1822326765842692,-0.6701837504262639
7036,-0.7665368953474164,-0.19869520801465707,0.3528825003322263,0.5611794101197728
8155,-0.6473243468870467,0.5256418741772849,1.3465192270112851,-1.0350320942917561
1067,0.76459927394049,1.020435514829527,-1.1573661499787733,0.6393611980909496
2964,0.876361038122088,-0.28541161926298814,2.096695162093682,-0.450840400840462
2058,0.008344669645002889,-1.0454554590277723,-0.4982405922414693,-0.07079004264724094
5425,0.4293139813956908,0.14817043697866727,-0.25675915667404875,0.580724857112567
7409,-0.10341709453659508,-0.04056528162064155,-0.32603661769748904,0.07688666796498206
6040,0.8279309403100634,0.42872353219385606,-0.10434874242248009,1.0324418542793665
4389,0.4889202556258757,0.0614540257303362,0.1470294732911462,0.013906894321534174
3899,1.0142005472793951,-0.48434926859739474,0.5033135585545538,-0.26190107991011763
8154,0.5000964320440361,-0.7649023638125836,-1.2365403911484194,0.891280292664742
